site,plot_id,plot,split_plot,sub_plot,sample_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,Achillea millefolium,Agrimonia eupatoria,Agrostis capillaris,Ajuga reptans,Alopecurus pratensis,Anthoxanthum odoratum,Anthriscus sylvestris,Arrhenatherum elatius,Bellis perennis,Briza media,Bromus hordeaceus,Cardamine pratensis,Carex caryophyllea,Carex flacca,Centaurea nigra,Cerastium fontanum,Conopodium majus,Crepis capillaris,Cynosurus cristatus,Dactylis glomerata,Deschampsia cespitosa,Elytrigia repens,Festuca pratensis,Festuca rubra,Filipendula ulmaria,Fritillaria meleagris,Galium verum,Helictotrichon pubescens,Heracleum sphondylium,Holcus lanatus,Hypochoeris radicata,Knautia arvensis,Lathyrus pratensis,Leontodon autumnalis,Leontodon hispidus,Linum catharticum,Lolium perenne,Lotus corniculatus,Luzula campestris,Ononis repens,Ophioglossum vulgatum,Pilosella officinarum,Pimpinella saxifraga,Plantago lanceolata,Poa pratensis,Poa trivialis,Potentilla reptans,Potentilla sterilis,Primula veris,Prunella vulgaris,Ranunculus acris,Ranunculus auricomus,Ranunculus bulbosus,Ranunculus ficaria,Rumex acetosa,Sanguisorba minor,Senecio jacobaea,Stachys officinalis,Stellaria graminea,Stellaria media,Taraxacum officinale,Tragopogon pratensis,Trifolium pratense,Trifolium repens,Trisetum flavescens,Veronica chamaedrys,Vicia cracca,Vicia sativa,note_id
Rothamsted,9-1d,9,1.000,d,1996,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,19.190,0.000,0.000,69.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,11.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-2a,9,2.000,a,1996,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,16.210,0.000,3.580,22.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,0.000,0.000,10.210,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,2.400,11.300,0.000,0.000,0.100,0.000,0.000,0.000,2.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.170,19.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.220,0.000,0.000,0.000,0.000,0.000,4.470,0.020,0.000,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-2b,9,2.000,b,1996,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14.200,0.480,1.610,44.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.810,0.000,0.000,7.010,0.000,0.000,0.000,10.760,0.000,0.000,0.000,0.000,4.500,7.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.950,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.010,0.000,0.000,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,9-2c,9,2.000,c,1996,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,25.580,0.000,2.000,0.000,0.000,17.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.000,19.430,0.000,0.000,0.000,0.000,0.320,7.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,9-2d,9,2.000,d,1996,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,16.800,0.000,0.000,58.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,24.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,10a,10,*,a,1996,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,1.280,0.000,5.130,0.830,0.000,8.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.560,0.000,0.000,0.000,0.090,0.000,0.000,0.000,61.320,0.000,0.000,0.060,0.000,0.000,8.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.310,3.470,0.000,0.000,0.000,0.000,0.000,0.270,0.000,0.000,0.000,8.040,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.240,0.000,0.000,0.000,2
Rothamsted,10b,10,*,b,1996,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,7.180,0.000,2.590,0.000,0.000,6.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.440,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.490,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,8.080,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2
Rothamsted,10c,10,*,c,1996,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,15.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.950,0.000,0.000,0.000,0.000,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10d,10,*,d,1996,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,1.540,0.000,0.000,97.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1a,11,1.000,a,1996,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,2.160,0.000,31.730,0.000,2.800,49.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,6.130,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,3.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.070,0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1b,11,1.000,b,1996,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.450,0.000,13.790,0.000,0.180,58.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,4.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,1.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1c,11,1.000,c,1996,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,1.460,0.000,12.550,0.390,0.000,63.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1d,11,1.000,d,1996,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2a,11,2.000,a,1996,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,27.600,0.000,7.770,54.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.440,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,2.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2b,11,2.000,b,1996,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,b,0.000,0,0,0,0,0,0,0.000,0.000,0.500,0.000,6.430,0.000,0.030,85.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.610,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2c,11,2.000,c,1996,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,c,0.000,0,0,0,0,0,0,0.000,0.000,4.860,0.000,6.540,0.000,0.430,86.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.430,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2d,11,2.000,d,1996,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12a,12,*,a,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.900,0.000,13.050,0.180,0.230,0.360,0.000,1.890,0.000,13.320,0.000,0.000,0.180,0.050,2.160,0.540,0.720,0.000,0.000,4.500,0.000,0.000,2.840,12.420,0.000,0.000,0.000,3.330,0.770,1.170,0.090,2.210,0.630,0.000,20.340,0.000,1.850,0.630,3.420,0.000,0.000,0.050,1.400,4.550,1.040,0.410,0.000,0.000,0.000,0.000,0.270,0.050,0.000,0.000,0.410,0.090,0.000,0.000,0.000,0.000,2.570,0.000,1.080,0.360,0.000,0.000,0.000,0.000,*
Rothamsted,12b,12,*,b,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,1.090,0.000,17.060,0.090,1.310,1.180,0.000,0.740,0.000,8.250,0.000,0.000,0.130,1.750,2.620,0.390,1.750,0.000,0.000,8.770,0.000,0.000,0.740,24.040,0.000,0.000,0.000,1.790,0.000,1.050,0.090,0.000,0.700,0.000,11.910,0.000,0.040,1.480,2.920,0.000,0.000,0.000,1.400,1.530,0.350,0.260,0.000,0.000,0.000,0.000,0.350,1.880,0.000,0.000,0.000,0.260,0.000,0.170,0.440,0.000,0.570,0.000,2.750,0.170,0.000,0.000,0.000,0.000,*
Rothamsted,12c,12,*,c,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,2.250,0.000,24.730,0.060,0.000,0.730,0.000,0.000,0.000,0.910,0.000,0.000,0.240,0.000,0.970,0.000,0.240,0.000,0.000,0.430,0.000,0.000,0.000,45.380,0.000,0.000,0.000,0.000,0.000,0.550,0.240,0.240,0.000,0.000,15.430,0.000,0.000,0.790,2.980,0.000,0.000,0.240,0.120,1.340,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.670,0.000,0.000,0.360,0.430,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.060,0.000,0.000,0.000,0.000,*
Rothamsted,12d,12,*,d,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.820,0.000,31.210,0.000,0.000,0.250,0.000,0.000,0.000,0.500,0.000,0.000,0.880,0.000,2.830,0.000,0.190,0.000,0.000,0.820,0.000,0.000,0.000,31.970,0.000,0.000,0.760,0.000,0.000,0.060,3.590,1.010,0.000,0.000,17.810,0.000,0.000,0.000,3.340,0.000,0.000,0.130,0.380,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.880,0.000,0.000,0.190,0.380,0.000,0.630,0.000,0.000,0.440,0.000,0.060,0.060,0.000,0.000,0.000,0.000,*
Rothamsted,13-1a,13,1.000,a,1996,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,(FYM),0,(FM),0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
Rothamsted,13-1b,13,1.000,b,1996,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,(FYM),0,(FM),0,0,0,1.720,0.000,8.870,0.220,0.000,0.150,1.860,24.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.400,0.000,0.000,0.000,31.470,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,1.420,1.640,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.630,3.430,0.000,0.000,0.000,0.000,0.000,1.490,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.450,0.070,0.000,0.000,0.000,0.070,0.000,0.000,5
Rothamsted,13-1c,13,1.000,c,1996,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,(FYM),0,(FM),0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,5"
Rothamsted,13-1d,13,1.000,d,1996,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,(FYM),0,(FM),0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,5"
Rothamsted,13-2a,13,2.000,a,1996,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,FYM,0,0,0,0,0,0.290,0.000,7.310,0.590,2.260,0.100,11.070,16.150,0.000,0.000,0.030,0.030,0.000,0.000,0.000,0.430,0.750,0.000,0.000,9.670,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,20.940,5.210,0.000,0.000,0.130,0.000,0.000,0.000,2.360,0.000,0.000,0.000,0.000,0.000,0.000,0.490,1.830,3.900,0.000,0.000,0.000,0.000,0.660,0.000,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000,15.040,0.000,0.000,0.000,0.130,0.000,0.000,0.000,5
Rothamsted,13-2b,13,2.000,b,1996,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,FYM,0,0,0,0,0,1.680,0.000,3.550,0.100,15.900,0.030,5.970,20.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,1.610,0.000,0.000,15.350,0.000,0.000,0.000,2.580,0.000,0.000,0.000,0.000,10.840,1.900,0.000,0.000,0.450,0.000,0.000,0.000,1.420,0.000,0.000,0.000,0.000,0.000,0.000,3.840,2.770,0.970,0.000,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.740,0.000,0.000,0.000,0.000,0.000,8.100,0.000,0.000,0.000,0.060,0.000,0.000,0.000,5
Rothamsted,13-2c,13,2.000,c,1996,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,FYM,0,0,0,0,0,3.860,0.000,31.340,0.000,3.040,1.000,0.000,5.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,1.780,0.000,0.000,2.900,0.000,0.000,0.000,18.010,0.000,0.000,0.000,0.000,1.780,3.040,0.590,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.510,5.900,3.900,0.000,0.000,0.000,0.000,3.380,0.000,0.000,0.000,0.930,0.000,0.000,0.000,0.070,0.000,1.190,0.000,0.000,0.000,0.110,0.000,0.000,0.000,5
Rothamsted,13-2d,13,2.000,d,1996,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,FYM,0,0,0,0,0,7.870,0.000,21.610,0.000,15.430,1.650,0.000,17.040,0.000,0.000,0.000,0.000,0.000,0.000,7.980,0.070,0.700,0.040,0.000,3.370,0.000,0.000,0.000,7.550,0.000,0.000,0.000,0.000,0.280,2.810,0.000,0.000,0.000,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.920,2.210,2.880,0.000,0.000,0.000,0.000,1.830,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.180,0.000,0.040,0.000,0.000,0.000,0.180,0.000,0.000,0.000,5
Rothamsted,14-1a,14,1.000,a,1996,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,1.270,0.000,7.880,0.330,3.310,18.370,0.000,0.000,2.440,0.000,0.000,0.000,0.000,0.030,0.630,0.000,0.000,4.070,0.000,0.000,0.000,12.420,0.000,0.000,0.000,0.130,1.640,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.170,0.030,0.000,0.000,0.000,0.000,0.000,7.150,13.130,5.140,0.000,0.000,0.000,0.000,1.770,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,8.080,0.070,11.490,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1b,14,1.000,b,1996,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,3.190,0.000,11.940,0.000,8.660,19.740,0.000,0.000,3.340,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,3.370,0.000,0.000,0.000,16.830,0.000,0.000,0.000,0.000,1.640,2.700,0.000,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.430,12.550,0.240,0.000,0.000,0.000,0.000,1.030,0.000,0.000,0.000,0.760,0.030,0.000,0.000,0.000,0.000,7.650,0.360,2.000,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1c,14,1.000,c,1996,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,8.270,5.930,0.750,7.240,0.000,0.000,3.160,0.000,0.000,0.000,0.000,0.120,0.440,0.000,0.000,11.350,0.000,0.000,0.000,1.820,0.000,0.000,0.000,0.000,7.520,9.610,0.000,0.000,1.150,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,8.310,16.930,0.400,0.000,0.000,0.000,0.000,3.960,0.000,0.000,0.000,2.450,0.000,0.000,0.000,0.000,0.000,6.880,0.000,3.680,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1d,14,1.000,d,1996,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,3.640,0.000,5.460,6.170,0.140,17.200,0.000,0.000,2.070,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,4.530,0.000,0.000,0.000,1.430,0.000,0.000,0.000,0.000,6.000,11.810,0.000,0.000,3.430,0.000,0.040,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,12.740,13.810,2.320,0.000,0.000,0.000,0.000,3.430,0.000,0.000,0.000,0.710,0.000,0.000,0.000,0.000,0.000,3.820,0.000,0.710,0.360,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-2a,14,2.000,a,1996,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,19.750,0.000,5.270,59.730,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.050,0.250,0.000,0.000,1.580,0.000,0.000,1.540,0.260,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.780,6.570,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000,0.000,1.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2b,14,2.000,b,1996,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,20.040,0.000,7.270,56.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.740,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.680,3.550,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,3.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2c,14,2.000,c,1996,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,20.120,0.000,4.850,45.320,0.000,0.000,1.290,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,3.300,0.000,0.000,0.000,0.790,0.000,0.000,0.000,0.000,3.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.260,9.060,0.000,0.000,0.000,0.000,0.350,0.000,0.000,0.000,0.530,0.000,0.000,0.000,0.000,0.000,3.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2d,14,2.000,d,1996,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.510,0.000,32.560,0.000,7.720,26.770,0.000,0.000,7.590,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,7.770,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,4.230,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.710,4.430,0.000,0.000,0.000,0.000,0.390,0.000,0.000,0.000,1.670,0.000,0.000,0.000,0.000,0.000,2.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,15a,15,*,a,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,4.230,0.000,9.150,0.000,6.040,0.130,3.390,9.090,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000,3.390,0.000,0.000,1.710,0.000,0.000,0.100,19.220,0.000,0.000,0.000,1.780,1.410,0.910,0.000,0.000,1.310,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,6.240,4.660,2.580,0.000,0.000,0.000,0.000,3.890,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,14.650,0.870,2.080,0.000,1.880,0.000,0.000,0.000,*
